internalId,dorsal,category,heatName,heatTime,heatDay,name1,email1,contact1,name2,email2,contact2,name3,email3,contact3,name4,email4,contact4
S103004,0940-4,Hybrid Women,zesty derby,09:40,2025-03-13,Carmen Predovic,jose.filipe.chavarria+carmen.predovic@gmail.com.com,(791) 622-9018,,,,,,,,,
S103005,0940-5,Hybrid Men,zesty derby,09:40,2025-03-13,Lydia Heathcote-Murazik,jose.filipe.chavarria+lydia.heathcote-murazik@gmail.com.com,1-420-832-1095 x2943,,,,,,,,,
P104000,1000-0,Hybrid Pro Doubles Men,complicated step,10:00,2025-03-13,Johann Kihn,jose.filipe.chavarria+johann.kihn@gmail.com.com,(255) 332-6287 x42659,Madelyn Crona,jose.filipe.chavarria+madelyn.crona@gmail.com.com,(652) 376-5046 x7434,,,,,,
S104001,1000-1,Hybrid Men,complicated step,10:00,2025-03-13,Madyson Rath,jose.filipe.chavarria+madyson.rath@gmail.com.com,607-267-9526 x7168,,,,,,,,,
S104002,1000-2,Hybrid Pro Women,complicated step,10:00,2025-03-13,Bettie Leffler,jose.filipe.chavarria+bettie.leffler@gmail.com.com,1-997-741-9141 x525,,,,,,,,,
R104003,1000-3,Hybrid Pro Team Relay,complicated step,10:00,2025-03-13,Cale Stanton,jose.filipe.chavarria+cale.stanton@gmail.com.com,1-402-316-1490,Cordelia Erdman,jose.filipe.chavarria+cordelia.erdman@gmail.com.com,(331) 951-2237 x1238,Micah Ernser,jose.filipe.chavarria+micah.ernser@gmail.com.com,(718) 987-9092 x2310,Marilie Hermiston,jose.filipe.chavarria+marilie.hermiston@gmail.com.com,900-762-2600 x03244
P104004,1000-4,Hybrid Doubles Mixed,complicated step,10:00,2025-03-13,Willard Koelpin,jose.filipe.chavarria+willard.koelpin@gmail.com.com,835-833-0047,Genoveva Gutmann,jose.filipe.chavarria+genoveva.gutmann@gmail.com.com,1-343-346-8689 x70614,,,,,,
R104005,1000-5,Hybrid Team Relay,complicated step,10:00,2025-03-13,Michele Stoltenberg,jose.filipe.chavarria+michele.stoltenberg@gmail.com.com,1-798-753-8148 x2085,Emmitt Kihn,jose.filipe.chavarria+emmitt.kihn@gmail.com.com,1-620-233-6383 x1502,Michaela Stiedemann,jose.filipe.chavarria+michaela.stiedemann@gmail.com.com,1-589-613-4615 x35479,Beverly Bartell,jose.filipe.chavarria+beverly.bartell@gmail.com.com,604-262-9502
S105000,1020-0,Hybrid Men,whimsical strait,10:20,2025-03-13,Myrtice Rowe,jose.filipe.chavarria+myrtice.rowe@gmail.com.com,622.529.5274 x23643,,,,,,,,,
S105001,1020-1,Hybrid Men,whimsical strait,10:20,2025-03-13,Silas Stroman,jose.filipe.chavarria+silas.stroman@gmail.com.com,1-698-205-5630 x612,,,,,,,,,
S105002,1020-2,Hybrid Women,whimsical strait,10:20,2025-03-13,Cary Marvin,jose.filipe.chavarria+cary.marvin@gmail.com.com,568-340-7808,,,,,,,,,
S105003,1020-3,Hybrid Pro Women,whimsical strait,10:20,2025-03-13,Talia Leannon,jose.filipe.chavarria+talia.leannon@gmail.com.com,1-372-669-9996 x0689,,,,,,,,,
R105004,1020-4,Hybrid Pro Team Relay,whimsical strait,10:20,2025-03-13,Durward Kemmer,jose.filipe.chavarria+durward.kemmer@gmail.com.com,(691) 951-9419 x205,Dolly Gutkowski,jose.filipe.chavarria+dolly.gutkowski@gmail.com.com,739.750.4519 x951,Trevion Denesik,jose.filipe.chavarria+trevion.denesik@gmail.com.com,963.936.2989 x4667,Gladyce Langworth,jose.filipe.chavarria+gladyce.langworth@gmail.com.com,627.276.0490 x56421
S105005,1020-5,Hybrid Men,whimsical strait,10:20,2025-03-13,Kyra Weber,jose.filipe.chavarria+kyra.weber@gmail.com.com,1-882-985-4169 x16288,,,,,,,,,
S106000,1040-0,Hybrid Pro Women,each custody,10:40,2025-03-13,Dorothy McDermott,jose.filipe.chavarria+dorothy.mcdermott@gmail.com.com,1-477-243-4016,,,,,,,,,
S106001,1040-1,Hybrid Pro Men,each custody,10:40,2025-03-13,Cyrus Ondricka,jose.filipe.chavarria+cyrus.ondricka@gmail.com.com,610-735-4340 x760,,,,,,,,,
S106002,1040-2,Hybrid Pro Men,each custody,10:40,2025-03-13,Grant Sawayn,jose.filipe.chavarria+grant.sawayn@gmail.com.com,682-442-7045,,,,,,,,,
P106003,1040-3,Hybrid Pro Doubles Women,each custody,10:40,2025-03-13,Shane Treutel,jose.filipe.chavarria+shane.treutel@gmail.com.com,(713) 695-9942 x2178,Kyle Okuneva,jose.filipe.chavarria+kyle.okuneva@gmail.com.com,757-787-8042 x7188,,,,,,
S106004,1040-4,Hybrid Women,each custody,10:40,2025-03-13,Tamia Abshire,jose.filipe.chavarria+tamia.abshire@gmail.com.com,(344) 953-9639 x71367,,,,,,,,,
S106005,1040-5,Hybrid Pro Women,each custody,10:40,2025-03-13,Lulu Cremin-Monahan,jose.filipe.chavarria+lulu.cremin-monahan@gmail.com.com,(979) 890-4765,,,,,,,,,
P107000,1100-0,Hybrid Doubles Women,inborn unique,11:00,2025-03-13,Frankie Bartoletti,jose.filipe.chavarria+frankie.bartoletti@gmail.com.com,823-534-6484,Beryl Schamberger-Harvey,jose.filipe.chavarria+beryl.schamberger-harvey@gmail.com.com,481-264-8638 x616,,,,,,
S107001,1100-1,Hybrid Women,inborn unique,11:00,2025-03-13,Jana Cummerata,jose.filipe.chavarria+jana.cummerata@gmail.com.com,(721) 808-9085 x88155,,,,,,,,,
P107002,1100-2,Hybrid Pro Doubles Women,inborn unique,11:00,2025-03-13,Erling Williamson,jose.filipe.chavarria+erling.williamson@gmail.com.com,214-354-6567 x307,Janiya Schmidt,jose.filipe.chavarria+janiya.schmidt@gmail.com.com,549.221.0796,,,,,,
S107003,1100-3,Hybrid Pro Women,inborn unique,11:00,2025-03-13,Dimitri Streich,jose.filipe.chavarria+dimitri.streich@gmail.com.com,214.837.9918 x5927,,,,,,,,,
R107004,1100-4,Hybrid Team Relay,inborn unique,11:00,2025-03-13,Reva Cummerata,jose.filipe.chavarria+reva.cummerata@gmail.com.com,1-718-692-5336 x1503,Modesto Blanda,jose.filipe.chavarria+modesto.blanda@gmail.com.com,469.994.5299 x912,Dawson Jast,jose.filipe.chavarria+dawson.jast@gmail.com.com,739.722.5046 x1301,Chadd Jenkins,jose.filipe.chavarria+chadd.jenkins@gmail.com.com,911.228.6263 x94507
P107005,1100-5,Hybrid Doubles Women,inborn unique,11:00,2025-03-13,Madie Goodwin,jose.filipe.chavarria+madie.goodwin@gmail.com.com,1-919-849-7988,David Parker,jose.filipe.chavarria+david.parker@gmail.com.com,(827) 414-0184,,,,,,
S108000,1120-0,Hybrid Men,left collaboration,11:20,2025-03-13,Donato Emard,jose.filipe.chavarria+donato.emard@gmail.com.com,361-398-5453 x256,,,,,,,,,
R108001,1120-1,Hybrid Team Relay,left collaboration,11:20,2025-03-13,Cathryn Nader,jose.filipe.chavarria+cathryn.nader@gmail.com.com,1-290-798-3330 x821,Solon Balistreri,jose.filipe.chavarria+solon.balistreri@gmail.com.com,300.916.7424 x227,Tyra Maggio-Hahn,jose.filipe.chavarria+tyra.maggio-hahn@gmail.com.com,1-654-266-4860,Alberta Price,jose.filipe.chavarria+alberta.price@gmail.com.com,1-700-741-7896
P108002,1120-2,Hybrid Doubles Men,left collaboration,11:20,2025-03-13,America Abshire,jose.filipe.chavarria+america.abshire@gmail.com.com,930-460-7514 x3487,Mayra Okuneva,jose.filipe.chavarria+mayra.okuneva@gmail.com.com,426.308.5120 x1167,,,,,,
S108003,1120-3,Hybrid Women,left collaboration,11:20,2025-03-13,Emanuel Bergstrom,jose.filipe.chavarria+emanuel.bergstrom@gmail.com.com,578-399-9343 x19265,,,,,,,,,
S108004,1120-4,Hybrid Men,left collaboration,11:20,2025-03-13,Jarred Fritsch,jose.filipe.chavarria+jarred.fritsch@gmail.com.com,(241) 471-9222,,,,,,,,,
S108005,1120-5,Hybrid Men,left collaboration,11:20,2025-03-13,Grover Towne,jose.filipe.chavarria+grover.towne@gmail.com.com,695.642.7015 x837,,,,,,,,,
P108006,1120-6,Hybrid Doubles Men,left collaboration,11:20,2025-03-13,Connor Parker,jose.filipe.chavarria+connor.parker@gmail.com.com,(648) 734-9916 x28715,Tina Yost,jose.filipe.chavarria+tina.yost@gmail.com.com,(658) 626-1463 x566,,,,,,
P108007,1120-7,Hybrid Pro Doubles Mixed,left collaboration,11:20,2025-03-13,Valentina Harvey,jose.filipe.chavarria+valentina.harvey@gmail.com.com,475.805.0396 x16371,Marcelina Toy,jose.filipe.chavarria+marcelina.toy@gmail.com.com,1-793-749-8286 x314,,,,,,
R109000,1140-0,Hybrid Pro Team Relay,bright legend,11:40,2025-03-13,Ramon Gottlieb,jose.filipe.chavarria+ramon.gottlieb@gmail.com.com,838-349-0957 x1445,Johnny Hammes,jose.filipe.chavarria+johnny.hammes@gmail.com.com,(444) 289-7137 x19246,Minnie Mante,jose.filipe.chavarria+minnie.mante@gmail.com.com,998.928.6444,Lavinia Upton,jose.filipe.chavarria+lavinia.upton@gmail.com.com,(941) 571-9092 x36717
S109001,1140-1,Hybrid Pro Men,bright legend,11:40,2025-03-13,Henriette Flatley,jose.filipe.chavarria+henriette.flatley@gmail.com.com,912-201-5163 x0621,,,,,,,,,
P109002,1140-2,Hybrid Pro Doubles Women,bright legend,11:40,2025-03-13,Antonette Wuckert,jose.filipe.chavarria+antonette.wuckert@gmail.com.com,696.767.7057 x4518,Glennie Jacobs,jose.filipe.chavarria+glennie.jacobs@gmail.com.com,1-777-980-4178 x1858,,,,,,
S109003,1140-3,Hybrid Men,bright legend,11:40,2025-03-13,Hiram Witting,jose.filipe.chavarria+hiram.witting@gmail.com.com,1-407-502-7987 x85597,,,,,,,,,
P109004,1140-4,Hybrid Doubles Men,bright legend,11:40,2025-03-13,Kaden Wiegand,jose.filipe.chavarria+kaden.wiegand@gmail.com.com,661.677.0182 x8386,Nathaniel Simonis,jose.filipe.chavarria+nathaniel.simonis@gmail.com.com,380-970-4959 x587,,,,,,
R109005,1140-5,Hybrid Team Relay,bright legend,11:40,2025-03-13,Korbin Watsica,jose.filipe.chavarria+korbin.watsica@gmail.com.com,(763) 994-2452,Adrien Sanford,jose.filipe.chavarria+adrien.sanford@gmail.com.com,(334) 363-9818,Trycia Lehner,jose.filipe.chavarria+trycia.lehner@gmail.com.com,978-939-4773 x12998,Dahlia Bode,jose.filipe.chavarria+dahlia.bode@gmail.com.com,1-425-733-9628
S109006,1140-6,Hybrid Women,bright legend,11:40,2025-03-13,Randi Smitham,jose.filipe.chavarria+randi.smitham@gmail.com.com,514.288.5276 x0024,,,,,,,,,
R110000,1200-0,Hybrid Pro Team Relay,blond adaptation,12:00,2025-03-13,Shemar Doyle,jose.filipe.chavarria+shemar.doyle@gmail.com.com,286.245.0568 x765,Jaren Borer,jose.filipe.chavarria+jaren.borer@gmail.com.com,308.643.6540,Lavada Pollich,jose.filipe.chavarria+lavada.pollich@gmail.com.com,642-726-9519 x1957,Austyn Hettinger,jose.filipe.chavarria+austyn.hettinger@gmail.com.com,(621) 731-1424 x1594
R110001,1200-1,Hybrid Team Relay,blond adaptation,12:00,2025-03-13,Desiree Emard,jose.filipe.chavarria+desiree.emard@gmail.com.com,756-558-3903 x62929,Aliya Boyer,jose.filipe.chavarria+aliya.boyer@gmail.com.com,(757) 845-5233 x1890,Opal Cronin,jose.filipe.chavarria+opal.cronin@gmail.com.com,(410) 917-0974 x7397,Lonzo Reilly,jose.filipe.chavarria+lonzo.reilly@gmail.com.com,430.819.6222
S110002,1200-2,Hybrid Men,blond adaptation,12:00,2025-03-13,Myriam Rice,jose.filipe.chavarria+myriam.rice@gmail.com.com,1-881-965-9983 x9764,,,,,,,,,
R110003,1200-3,Hybrid Pro Team Relay,blond adaptation,12:00,2025-03-13,June Borer,jose.filipe.chavarria+june.borer@gmail.com.com,1-370-788-9859 x69364,Dayne Rowe,jose.filipe.chavarria+dayne.rowe@gmail.com.com,(286) 699-4317,Darien Bosco,jose.filipe.chavarria+darien.bosco@gmail.com.com,(897) 745-7585 x987,Darron Grant,jose.filipe.chavarria+darron.grant@gmail.com.com,502-425-0364 x4613
P110004,1200-4,Hybrid Doubles Men,blond adaptation,12:00,2025-03-13,Baron Bruen,jose.filipe.chavarria+baron.bruen@gmail.com.com,413-705-7310,Tina Hoppe-Roob,jose.filipe.chavarria+tina.hoppe-roob@gmail.com.com,320.504.5353 x493,,,,,,
P110005,1200-5,Hybrid Pro Doubles Women,blond adaptation,12:00,2025-03-13,Jovanny Jenkins,jose.filipe.chavarria+jovanny.jenkins@gmail.com.com,688.467.2891 x9650,Christ Ziemann,jose.filipe.chavarria+christ.ziemann@gmail.com.com,754.636.5803,,,,,,
P111000,1220-0,Hybrid Doubles Men,frank impostor,12:20,2025-03-13,Stephania Deckow-Schimmel,jose.filipe.chavarria+stephania.deckow-schimmel@gmail.com.com,(558) 640-7826,Alyce Bernier,jose.filipe.chavarria+alyce.bernier@gmail.com.com,387.549.0851 x8685,,,,,,
R111001,1220-1,Hybrid Pro Team Relay,frank impostor,12:20,2025-03-13,Lenna Oberbrunner,jose.filipe.chavarria+lenna.oberbrunner@gmail.com.com,(776) 784-6593 x0158,Terry Collins,jose.filipe.chavarria+terry.collins@gmail.com.com,(443) 457-9854 x738,Nettie Ledner,jose.filipe.chavarria+nettie.ledner@gmail.com.com,951.328.8712 x42316,Sven Christiansen,jose.filipe.chavarria+sven.christiansen@gmail.com.com,496-709-8846 x75829
R111002,1220-2,Hybrid Pro Team Relay,frank impostor,12:20,2025-03-13,Emory VonRueden,jose.filipe.chavarria+emory.vonrueden@gmail.com.com,703.884.5055,Kailey Buckridge,jose.filipe.chavarria+kailey.buckridge@gmail.com.com,825-677-2191,Rafael Streich,jose.filipe.chavarria+rafael.streich@gmail.com.com,(843) 714-9147,Jannie Crona,jose.filipe.chavarria+jannie.crona@gmail.com.com,630-669-2990 x032
P111003,1220-3,Hybrid Pro Doubles Men,frank impostor,12:20,2025-03-13,Florida Mosciski,jose.filipe.chavarria+florida.mosciski@gmail.com.com,454-504-7417,Lexi Corkery,jose.filipe.chavarria+lexi.corkery@gmail.com.com,(773) 584-6999 x40705,,,,,,
R111004,1220-4,Hybrid Pro Team Relay,frank impostor,12:20,2025-03-13,Margarette Abshire,jose.filipe.chavarria+margarette.abshire@gmail.com.com,1-993-523-1043 x846,Jayne Altenwerth,jose.filipe.chavarria+jayne.altenwerth@gmail.com.com,1-276-211-7622 x8592,Arden Kohler,jose.filipe.chavarria+arden.kohler@gmail.com.com,659.911.9748 x46416,Daphnee Kiehn,jose.filipe.chavarria+daphnee.kiehn@gmail.com.com,987.741.4670
P111005,1220-5,Hybrid Pro Doubles Mixed,frank impostor,12:20,2025-03-13,Mireille Hayes,jose.filipe.chavarria+mireille.hayes@gmail.com.com,419-524-9320 x006,Linda Connelly,jose.filipe.chavarria+linda.connelly@gmail.com.com,1-543-228-7002 x3457,,,,,,
S111006,1220-6,Hybrid Men,frank impostor,12:20,2025-03-13,Bobbie Hoppe,jose.filipe.chavarria+bobbie.hoppe@gmail.com.com,872-763-9564 x2604,,,,,,,,,
P112000,1240-0,Hybrid Pro Doubles Women,possible pepper,12:40,2025-03-13,Beryl Dickinson,jose.filipe.chavarria+beryl.dickinson@gmail.com.com,439-542-3676 x104,Brendan Schamberger,jose.filipe.chavarria+brendan.schamberger@gmail.com.com,777-630-5280 x5359,,,,,,
R112001,1240-1,Hybrid Team Relay,possible pepper,12:40,2025-03-13,Tia Howell,jose.filipe.chavarria+tia.howell@gmail.com.com,296.985.2459,Santos Feest,jose.filipe.chavarria+santos.feest@gmail.com.com,1-859-961-8621,Daphne Johns,jose.filipe.chavarria+daphne.johns@gmail.com.com,(409) 973-7929 x7728,Benton Raynor,jose.filipe.chavarria+benton.raynor@gmail.com.com,356.688.0359 x776
R112002,1240-2,Hybrid Pro Team Relay,possible pepper,12:40,2025-03-13,Malcolm Flatley,jose.filipe.chavarria+malcolm.flatley@gmail.com.com,434-336-8249 x6594,Reina Pollich-Morar,jose.filipe.chavarria+reina.pollich-morar@gmail.com.com,(564) 604-5649 x88649,Cornell Ledner,jose.filipe.chavarria+cornell.ledner@gmail.com.com,554.358.6661 x4124,Crystel Fisher,jose.filipe.chavarria+crystel.fisher@gmail.com.com,1-312-826-5190
P112003,1240-3,Hybrid Doubles Men,possible pepper,12:40,2025-03-13,Golda Ortiz,jose.filipe.chavarria+golda.ortiz@gmail.com.com,1-734-561-5988 x5195,Jewell Bauch,jose.filipe.chavarria+jewell.bauch@gmail.com.com,(478) 742-0075,,,,,,
P112004,1240-4,Hybrid Pro Doubles Mixed,possible pepper,12:40,2025-03-13,Arjun Ernser,jose.filipe.chavarria+arjun.ernser@gmail.com.com,994-734-2490 x5810,Tianna O'Kon,jose.filipe.chavarria+tianna.o'kon@gmail.com.com,(225) 872-2710 x257,,,,,,
P112005,1240-5,Hybrid Pro Doubles Women,possible pepper,12:40,2025-03-13,Ulises Kuphal,jose.filipe.chavarria+ulises.kuphal@gmail.com.com,1-790-284-0534 x422,Gennaro Koss,jose.filipe.chavarria+gennaro.koss@gmail.com.com,270-524-1008 x6090,,,,,,
P113000,1300-0,Hybrid Doubles Women,apt brochure,13:00,2025-03-13,Margarete Stroman,jose.filipe.chavarria+margarete.stroman@gmail.com.com,375.904.6216,Marcia McKenzie,jose.filipe.chavarria+marcia.mckenzie@gmail.com.com,(723) 388-6716,,,,,,
R113001,1300-1,Hybrid Pro Team Relay,apt brochure,13:00,2025-03-13,Miguel Doyle,jose.filipe.chavarria+miguel.doyle@gmail.com.com,1-582-220-4996 x87985,Claude O'Hara,jose.filipe.chavarria+claude.o'hara@gmail.com.com,471.861.5003,Selina Pfannerstill,jose.filipe.chavarria+selina.pfannerstill@gmail.com.com,490-269-8926 x8492,Khalil Emard,jose.filipe.chavarria+khalil.emard@gmail.com.com,297.768.7757 x202
R113002,1300-2,Hybrid Team Relay,apt brochure,13:00,2025-03-13,Jettie Kunze,jose.filipe.chavarria+jettie.kunze@gmail.com.com,1-360-717-3053 x74249,Ulises Metz,jose.filipe.chavarria+ulises.metz@gmail.com.com,787-837-0831 x58464,Israel Batz,jose.filipe.chavarria+israel.batz@gmail.com.com,1-662-240-1344 x16953,Miracle Rowe,jose.filipe.chavarria+miracle.rowe@gmail.com.com,602.740.3841
P113003,1300-3,Hybrid Pro Doubles Mixed,apt brochure,13:00,2025-03-13,Lenna Toy,jose.filipe.chavarria+lenna.toy@gmail.com.com,696.741.5120,Jennifer Brekke,jose.filipe.chavarria+jennifer.brekke@gmail.com.com,386-842-7663 x12634,,,,,,
P113004,1300-4,Hybrid Doubles Women,apt brochure,13:00,2025-03-13,Amber Davis-Hyatt,jose.filipe.chavarria+amber.davis-hyatt@gmail.com.com,414.313.8921,Caroline Hintz,jose.filipe.chavarria+caroline.hintz@gmail.com.com,683-673-6373 x177,,,,,,
P113005,1300-5,Hybrid Pro Doubles Men,apt brochure,13:00,2025-03-13,Rachel Leffler,jose.filipe.chavarria+rachel.leffler@gmail.com.com,375-534-6556 x65361,Paxton Kiehn,jose.filipe.chavarria+paxton.kiehn@gmail.com.com,(367) 434-0566 x73723,,,,,,
R113006,1300-6,Hybrid Team Relay,apt brochure,13:00,2025-03-13,Imogene Lindgren,jose.filipe.chavarria+imogene.lindgren@gmail.com.com,1-406-813-2813 x718,Amalia Macejkovic,jose.filipe.chavarria+amalia.macejkovic@gmail.com.com,1-647-933-8181 x7212,Aylin Streich,jose.filipe.chavarria+aylin.streich@gmail.com.com,1-498-481-8815 x44699,Antonette Roberts-Kemmer,jose.filipe.chavarria+antonette.roberts-kemmer@gmail.com.com,320.572.8445 x37921
R113007,1300-7,Hybrid Team Relay,apt brochure,13:00,2025-03-13,Christop Hermiston,jose.filipe.chavarria+christop.hermiston@gmail.com.com,475-352-1519 x04506,Osborne Rau,jose.filipe.chavarria+osborne.rau@gmail.com.com,282-281-5156 x42828,Cale Donnelly,jose.filipe.chavarria+cale.donnelly@gmail.com.com,(449) 644-9600 x450,Jake Rogahn,jose.filipe.chavarria+jake.rogahn@gmail.com.com,679-542-1490 x532
P114000,1320-0,Hybrid Pro Doubles Women,secondary willow,13:20,2025-03-13,Thora Strosin,jose.filipe.chavarria+thora.strosin@gmail.com.com,383.792.0232 x8615,Roger Hartmann,jose.filipe.chavarria+roger.hartmann@gmail.com.com,412-678-0269,,,,,,
R114001,1320-1,Hybrid Team Relay,secondary willow,13:20,2025-03-13,Nicole Barton,jose.filipe.chavarria+nicole.barton@gmail.com.com,397-584-9323 x361,Bert McClure,jose.filipe.chavarria+bert.mcclure@gmail.com.com,280-884-8357 x5969,Moses O'Hara,jose.filipe.chavarria+moses.o'hara@gmail.com.com,(257) 854-2633 x12907,Vella Stroman,jose.filipe.chavarria+vella.stroman@gmail.com.com,1-905-251-8144 x803
P114002,1320-2,Hybrid Doubles Men,secondary willow,13:20,2025-03-13,Cassandra Kihn,jose.filipe.chavarria+cassandra.kihn@gmail.com.com,1-589-809-8074 x91900,Lempi Brekke,jose.filipe.chavarria+lempi.brekke@gmail.com.com,334-451-8953,,,,,,
R114003,1320-3,Hybrid Pro Team Relay,secondary willow,13:20,2025-03-13,Frankie Cremin,jose.filipe.chavarria+frankie.cremin@gmail.com.com,1-541-495-5809 x6299,Rene Metz,jose.filipe.chavarria+rene.metz@gmail.com.com,720.853.7733 x566,Merl Schamberger-Konopelski,jose.filipe.chavarria+merl.schamberger-konopelski@gmail.com.com,1-352-374-6427 x34594,Colton Williamson,jose.filipe.chavarria+colton.williamson@gmail.com.com,303.488.4412 x59432
